url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192857773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.525595+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.542723+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.637047+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193057392,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.752235+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lourdes-bogota/192716061,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.774322+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.783282+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.791580+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193333855,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:40.820829+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.362051+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-spring-bogota/193238290,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.398182+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-oriental-bogota/192994767,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.406548+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.431598+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-contador-bogota/193272761,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.498085+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.637297+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-juan-rey-la-paz-bogota/193242321,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.680089+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pasadena-bogota/193074288,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:41.699091+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/192955369,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:42.247454+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193249470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:42.280273+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.000.000 | $ 371.000.000 | $ 649.000 | $ 170.000.000 | $ 570.000.000 | $ 250.000.000 | $ 1.600.000.000 | $ 549.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-02 18:12:42.330435+00:00
