url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.496379+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.518750+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.591646+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.608310+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.620362+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.692669+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:44.760839+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:45.009501+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:45.404975+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:45.419549+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-chico-bogota/193486851,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 8.036.048 | $ 7.876.763 | $ 8.137.835 | $ 9.013.169 | $ 6.444.416 | $ 6.816.563 | $ 4.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-23 12:15:45.460929+00:00
