url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.190879+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-teusaquillo-bogota/193862427,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.198768+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-alsacia-2-bogota/193364947,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.240792+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193978193,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.310976+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193885107,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.400287+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.558512+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:25.866757+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-contador-bogota/193984432,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:26.152464+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cataluna-bogota/193480645,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:26.192325+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alcala-bogota/194022085,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:26.439319+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.500.000 | $ 782.000.000 | $ 7.355.000 | $ 1.859.300 | $ 495.000.000 | $ 640.000.000 | $ 1.550.000.000 | $ 323.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-27 13:03:26.453470+00:00
