url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:16.729843+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-usaquen-bogota/193667012,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:16.770530+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:16.818487+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:16.825567+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:16.832914+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-candelaria-bogota/193716943,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.100666+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193881948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.162276+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-sagrado-corazon-bogota/193785437,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.303887+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-cristobal-sur-bogota/193839850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.670960+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/191808973,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.723638+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/192750152,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.810039+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193873142,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.835915+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:17.950366+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.010785+00:00
https://www.fincaraiz.com.co//habitacion-en-arriendo-en-villa-luz-bogota/193672295,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.069439+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193882387,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.077166+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-prado-veraniego-bogota/193846645,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.546716+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193799909,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.570943+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.607865+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.615132+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.663829+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.805346+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:18.995733+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.002965+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.010639+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siete-de-agosto-bogota/193837807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.450738+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193814904,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.504428+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.512132+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.587644+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.828093+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/5619173,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 650.000 | $ 30.000.000 | $ 1.900.000 | $ 2.100.000 | $ 650.000.000 | $ 700.000 | $ 650.000.000 | $ 3.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-18 18:49:19.840624+00:00
