url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.193925+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.262723+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.304126+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.372657+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.439947+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.746420+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:32.759566+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cantalejo-bogota/193396471,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:33.072605+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:33.247836+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:33.363684+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 320.000.000 | $ 450.000.000 | $ 265.000.000 | $ 300.000.000 | $ 4.000.000 | $ 1.200.000 | $ 3.550.000.000 | $ 899.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 06:36:33.398021+00:00
