url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:53.590811+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:53.688053+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:54.068837+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:54.116912+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:54.127297+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:54.404192+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:54.415746+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:54.592828+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:55.004933+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193277271,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:55.179765+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193393408,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 291.819.000 | $ 2.479.000 | $ 66.271.000 | $ 990.000.000 | $ 7.450.000 | $ 260.000.000 | $ 110.000.000 | $ 201.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 12:11:55.391577+00:00
