url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193836567,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:05.319880+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:05.481885+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:05.550222+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:05.579241+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/193729595,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:05.731526+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193969103,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:06.246909+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bosa-bogota/193893446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:06.261034+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193884921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:06.348016+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193526525,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:06.469802+00:00
https://www.fincaraiz.com.co//habitacion-en-arriendo-en-villa-luz-bogota/193672295,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:06.486764+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193781457,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 200.000.000 | $ 1.300.000 | $ 600.000.000 | $ 690.000.000 | $ 11.000.000 | $ 2.350.000.000 | $ 577.000.000 | $ 1.750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-12 18:19:06.571026+00:00
