url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193482149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.113872+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.225216+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.359672+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.387040+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.450628+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193921134,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.459734+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.466722+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:12.477076+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-normandia-bogota/193543817,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:13.177171+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-kennedy-bogota/193733211,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:13.189744+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:13.216167+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 525.000.000 | $ 420.000.000 | $ 1.450.000 | $ 1.550.000 | $ 315.000.000 | $ 430.000.000 | $ 6.900.000 | $ 1.490.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-29 18:41:13.223198+00:00
