url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.703204+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.749721+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193814519,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.861908+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.873443+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-granada-bogota/193831044,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.920653+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.946559+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:45.981388+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:46.032170+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:46.648821+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-granada-bogota/193831044,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:46.675481+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 1.000.000 | $ 359.999.999 | $ 285.000.000 | $ 550.000.000 | $ 8.500.000 | $ 520.000.000 | $ 1.250.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-08 00:44:46.682732+00:00
