url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:50.725443+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/193969794,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.025754+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.036604+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193836567,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.064343+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.109932+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.201928+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.252974+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.808288+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:51.884791+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:52.136105+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-plan-bogota/193990992,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 700.000.000 | $ 1.150.000.000 | $ 170.000.000 | $ 330.000.000 | $ 325.000.000 | $ 1.600.000 | $ 1.550.000.000 | $ 735.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-19 02:08:52.161335+00:00
