url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:25.833300+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:25.869674+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193762116,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.003484+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193691650,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.114762+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-sur-occidental-bogota/191995619,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.173498+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.183154+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.211485+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.294088+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.771795+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-america-bogota/193579168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.907807+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:26.959275+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193771633,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.125739+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-vergel-bogota/191973892,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.242704+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.262266+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.375259+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.705326+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193772885,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.743786+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/193568828,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.757019+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.791615+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193785003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.832995+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.855059+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-floresta-bogota/193777298,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:27.996078+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193632538,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:28.164330+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000 | $ 800.000.000 | $ 137.000.000 | $ 2.200.000 | $ 1.550.000.000 | $ 2.800.000 | $ 650.000.000 | $ 1.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-02 00:45:28.180144+00:00
