url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-bibiana-bogota/194150405,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.548086+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-el-recuerdo-bogota/192374172,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.729726+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-atabanza-bogota/194077537,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.762412+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193793027,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.813439+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-bibiana-bogota/194166045,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.839879+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-el-recuerdo-bogota/192374375,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.869414+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/194159007,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:15.961211+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/10910949,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:16.178453+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/194150010,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:16.665060+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-recuerdo-bogota/193901575,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:16.727270+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-el-recuerdo-bogota/193987172,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 10.500.000 | $ 2.500.000 | $ 3.000.000 | $ 3.900.000 | $ 445.000.000 | $ 8.500.000 | $ 3.200.000 | $ 6.000.000 | Desde $ 590.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 1.430.120.917 | Desde $ 237.900.000 | Desde $ 323.400.000 | Desde $ 508.332.326 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 15:57:16.751627+00:00
