url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.298708+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.310347+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.318312+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.325433+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.410486+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.418750+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:41.466299+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193611918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:42.146428+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:42.397766+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:42.406349+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193743731,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 665.000.000 | $ 159.000.000 | $ 159.000.000 | $ 490.000.000 | $ 520.000.000 | $ 15.000.000 | $ 5.500.000 | $ 3.700.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 12:23:42.414344+00:00
