url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:29.975031+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:29.992658+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193475320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:29.999295+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.012206+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.063593+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.250880+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.266117+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.318077+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.914660+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.934616+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-veramonte-macana-bogota/191663849,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.943893+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:30.956358+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.193459+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.224586+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193415831,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.230976+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.239942+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193464582,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.854769+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-los-martires-bogota/193205754,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.861880+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193520618,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:31.917556+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.064245+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193385630,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.078586+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pradera-norte-bogota/193437815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.150901+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193406127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.200040+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193459520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.329997+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193475800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.775833+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-belmira-bogota/193466354,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.786809+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-serena-bogota/193381072,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.843644+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:32.859553+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193344539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.200.000 | $ 720.000.000 | $ 2.350.000 | $ 1.400.000 | $ 497.000.000 | $ 624.889.200 | $ 950.000.000 | $ 1.992.782', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-17 06:23:33.044599+00:00
