url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:54.607260+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-morato-bogota/191732929,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:54.729437+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:54.737196+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:54.743503+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:54.750775+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:54.757045+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193584867,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:55.018307+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:55.075808+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193579083,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:55.530142+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-castellana-bogota/193249147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:55.693005+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.600.000 | $ 325.000.000 | $ 445.000.000 | $ 670.000.000 | $ 320.000.000 | $ 320.000.000 | $ 2.800.000.000 | $ 2.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-06 06:37:55.815746+00:00
