url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:18.740734+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cantalejo-bogota/193396471,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:18.814295+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:18.828384+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-occidental-bogota/192749462,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:18.837096+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:18.843645+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-jose-joaquin-vargas-bogota/193402923,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:18.865492+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-andes-norte-bogota/193509411,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:19.012378+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-villas-de-granada-bogota/193542387,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:19.556359+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:19.598609+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:19.681240+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-iberia-bogota/192563302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 489.000.000 | $ 435.000.000 | $ 730.000.000 | $ 150.000.000 | $ 480.000.000 | $ 390.000.000 | $ 150.000.000 | $ 145.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 18:20:19.689824+00:00
