url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.684962+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.719789+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.850754+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.890942+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.902973+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.920007+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-venecia-bogota/193449006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.981807+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:25:59.989530+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.703362+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.713506+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193299543,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.726824+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.734821+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193641181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.903385+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.925815+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-del-rio-bogota/192349121,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000.000 | $ 47.955.000 | $ 1.250.000.000 | $ 190.000.000 | $ 1.800.000 | $ 600.000 | $ 1.300.000 | $ 630.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 00:26:00.957115+00:00
