url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193401861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.380980+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/3458644,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.388417+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-quirigua-bogota/193438198,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.699990+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.709495+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.781813+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193528761,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.819521+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.828341+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:39.938780+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-bogota/193244989,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:40.373244+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:40.475186+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 2.806.100 | $ 750.000.000 | $ 250.000.000 | $ 330.400.000 | $ 2.800.000 | $ 1.600.000.000 | $ 4.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 18:21:40.485476+00:00
