url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.673603+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.733418+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.827147+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193687683,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.872184+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192843163,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.879060+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.913673+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-alcala-bogota/193426007,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:27.937918+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:28.231365+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193735084,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:28.551989+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:28.841133+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:28.891047+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193758821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:28.918582+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:29.056368+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000.000 | $ 230.000.000 | $ 115.000.000 | $ 330.000.000 | $ 820.000.000 | $ 1.300.000 | $ 1.100.000.000 | $ 1.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 12:20:29.505436+00:00
