url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-niza-bogota/193693715,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:37.544309+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:37.671618+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193687683,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:37.878680+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:37.917765+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:37.989689+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193756412,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:38.139148+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-usaquen-bogota/193667012,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:38.640650+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:38.697458+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:38.850301+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-emaus-bogota/193507768,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.005592+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.012238+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-america-bogota/193579168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.020405+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.483572+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.742075+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-sur-occidental-bogota/191995619,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.826532+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.905018+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193743731,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:39.996917+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:40.041904+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-galan-bogota/193664562,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:40.052593+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/192726026,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:40.076093+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:40.094673+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:40.107886+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 800.000.000 | $ 1.900.000.000 | $ 420.000.000 | $ 3.200.000.000 | $ 265.000.000 | $ 2.400.000 | $ 2.600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 00:39:40.267975+00:00
