url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.076420+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.083838+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193475320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.090717+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.152110+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.248653+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-central-bogota/193397407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.271347+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.509952+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:16.621924+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-modelia-bogota/193374690,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:17.030917+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:17.058091+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193406957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 350.000.000 | $ 2.600.000 | $ 320.000.000 | $ 3.500.000.000 | $ 200.000.000 | $ 8.000.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-11 18:18:17.067010+00:00
