url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:13.967575+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.336888+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.400111+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.448462+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.458691+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193611918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.518807+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.533958+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.631631+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:14.922645+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193743731,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.008518+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-libertador-bogota/193778817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.127679+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.159409+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193659106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.206789+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.348955+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-kennedy-central-bogota/193774096,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.392403+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.460016+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.812530+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.849299+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.855877+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.926234+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193346916,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.983327+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193346916,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:15.989900+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.008246+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486658,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.014633+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.123471+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193775987,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.674480+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.759223+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.812904+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-alto-bogota/193579506,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.830662+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-largo-bogota/193760905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.930693+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-veracruz-bogota/193729595,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.956336+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:16.970230+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193679848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 360.000.000 | $ 1.300.000 | $ 859.000.000 | $ 1.200.000.000 | $ 330.000.000 | $ 2.200.000.000 | $ 6.500.000 | $ 5.400.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-24 18:22:17.043999+00:00
