url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-lagos-de-torca-bogota/193857440,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.289292+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193844725,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.328447+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.333355+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.580815+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.586359+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.652158+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193839918,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.785734+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:22.910767+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-minuto-de-dios-bogota/193896532,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.196822+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lisboa-usaquen-bogota/193783140,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.321420+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193873142,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.329145+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.464495+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.537593+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-nogal-bogota/193861268,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.584714+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tibana-bogota/193857209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:23.631098+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-guaymaral-bogota/193442546,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.111312+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-valladolid-bogota/193814341,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.134424+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marsella-bogota/10069845,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.292910+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193463260,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.328586+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-bellavista-occidental-bogota/193868668,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.351001+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193766285,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.388241+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193319672,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:24.747475+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-polo-club-bogota/193801301,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.108024+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.189344+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.268961+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193860330,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.275054+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.280767+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.389560+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:25.863252+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193897096,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.170966+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.181016+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.310283+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.337521+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193632149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.354029+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.367150+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.423132+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.350.000 | $ 336.000.000 | $ 4.000.000 | $ 4.100.000 | $ 1.400.000 | $ 6.500.000 | $ 290.000.000 | $ 950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 07:38:26.433740+00:00
