url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.350756+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.360939+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193771633,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.395073+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.407119+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.491769+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193659106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.518007+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193346916,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.604165+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:16.774901+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.223479+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.285272+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-usaquen-bogota/193667012,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.441190+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.514367+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.521576+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.529651+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:17.572425+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193598188,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:18.043159+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193378595,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 495.000.000 | $ 1.300.000.000 | $ 2.440.000 | $ 2.800.000 | $ 750.000.000 | $ 600.000.000 | $ 235.000.000 | $ 2.440.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 18:21:18.054191+00:00
