url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-plaza-de-las-americas-bogota/191511603,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.248237+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-floresta-bogota/193908257,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.359522+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-normandia-bogota/193639996,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.463417+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-prado-veraniego-bogota/194125537,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.522511+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/194124639,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.576603+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-norte-bogota/194013598,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.626875+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/194093914,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.686926+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-normandia-bogota/193467450,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:41.773647+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193861320,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:42.478720+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/194101798,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:42.606257+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-la-calleja-bogota/193945501,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.500.000 | $ 7.500.000 | $ 1.600.000.000 | $ 870.000.000 | $ 1.150.000.000 | $ 4.500.000 | $ 1.506.500 | $ 3.848.640.000 | Desde $ 368.000.000 | Desde $ 333.000.000 | Desde $ 436.999.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-24 18:31:42.644380+00:00
