url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.537671+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.562313+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193026600,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.569046+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.591828+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.801200+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.839749+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.861902+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193125963,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:34.937482+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193254684,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:35.501200+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-nogal-bogota/193282856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:35.510576+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/192625708,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 745.000.000 | $ 12.000.000 | $ 3.500.000 | $ 2.500.000 | $ 2.400.000 | $ 1.620.000 | $ 2.600.000 | $ 9.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-28 18:08:35.527548+00:00
