url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.700765+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.733387+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.767571+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.819748+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.944328+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193362627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.958718+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:12.967577+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193424628,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:13.159616+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:13.670212+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-zelandia-bogota/11001301,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:13.678576+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193408741,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 247.000.000 | $ 1.000.000 | $ 3.600.000 | $ 5.906.000 | $ 370.000.000 | $ 360.000.000 | $ 1.748.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-24 00:21:13.685499+00:00
