url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.763545+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.771904+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-consuelo-bogota/193129766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.778153+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.821242+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193135632,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.888519+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/192890904,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.931909+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.981717+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:36.998778+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:37.724441+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193250798,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:37.794739+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:37.839333+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:37.860794+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192806419,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 379.000.000 | $ 620.000.000 | $ 355.000.000 | $ 394.000.000 | $ 359.000.000 | $ 720.000.000 | $ 455.000.000 | $ 960.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-09 18:18:37.981863+00:00
