url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:45.548555+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:45.618955+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193799909,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:45.752515+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:45.770257+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:45.843971+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193691650,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:45.851095+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:46.430629+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193765491,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:46.436295+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:46.493228+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:46.546238+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 10.700.000 | $ 1.300.000 | $ 380.000.000 | $ 930.000.000 | $ 2.500.000 | $ 445.000.000 | $ 310.000.000 | $ 7.062.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-06 07:04:46.619259+00:00
