url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193479972,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:07.747947+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-alcazares-bogota/10219098,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:07.773517+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868364,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:07.995492+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-catedral-bogota/4817885,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:08.131032+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-campin-bogota/10276279,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:08.170590+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-orquideas-bogota/192198402,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:08.252412+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-candelaria-bogota/194011036,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:08.434834+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/194080345,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:08.904949+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193862888,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:09.005602+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-matilde-bogota/193721775,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:09.172945+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/194091319,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.450.000 | $ 680.000 | $ 15.000.000 | $ 3.000.000 | $ 400.000.000 | $ 1.200.000.000 | $ 1.400.000 | $ 1.450.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 12:53:09.194843+00:00
