url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:03.748134+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193670805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:03.877675+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.105368+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193691560,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.136176+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.162803+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.282138+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-roma-bogota/193667616,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.348355+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.461792+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.804323+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:04.966316+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193706766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.049979+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193452934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.057336+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.082962+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192843163,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.089314+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.096872+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-portales-del-norte-bogota/193690697,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.102959+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.747935+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-los-pantanos-bogota/193592439,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.759653+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:05.880278+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.041755+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.093885+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.118204+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.172927+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-soledad-norte-bogota/193662943,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.190173+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.682613+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.690448+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-alta-bogota/192726048,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.700014+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.706225+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-recuerdo-bogota/193702178,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.713538+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.739813+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-pardo-rubio-bogota/193516842,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.813935+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000 | $ 1.000.000 | $ 1.525.000 | $ 1.870.010 | $ 1.144.750 | $ 1.011.200 | $ 650.000 | $ 5.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 12:28:06.944069+00:00
