url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-lagos-de-torca-bogota/192899594,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:53.860971+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-bella-suiza-bogota/192732215,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:53.883015+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:53.890462+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192806419,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:53.899089+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193358620,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.046226+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colinas-de-suba-bogota/193120422,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.127797+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.394576+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-cedritos-bogota/193307037,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.729991+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192671815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.739153+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-engativa-bogota/193003258,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.770227+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-consuelo-bogota/193129766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 430.000.000 | $ 9.000.000 | $ 1.100.000.000 | $ 3.500.000 | $ 539.900.000 | $ 340.000.000 | $ 2.190.000.000 | $ 1.650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-12 00:19:54.795624+00:00
