url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193486847,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:33.889423+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:33.896691+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:33.938991+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193341175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:34.083789+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193353090,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:34.164977+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:34.226268+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193563489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:34.405319+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-san-patricio-bogota/193633296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:34.917480+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.094657+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.104299+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.316766+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193595647,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.334483+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193573400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.353984+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-alta-bogota/193624206,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.501926+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.585517+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.700.000 | $ 150.000.000 | $ 185.000.000 | $ 28.000.000 | $ 42.000.000 | $ 2.100.000 | $ 2.800.000 | $ 190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 00:28:35.675266+00:00
