url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:38.731947+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/191808973,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:39.718893+00:00
https://www.fincaraiz.com.co//lote-en-arriendo-en-fontibon-bogota/192039075,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:39.972664+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-america-bogota/193579168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:39.995090+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.488180+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.549026+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.580985+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.588071+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.795699+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.830654+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.840321+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193658137,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:40.846785+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.368421+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.375561+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.485858+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.542743+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.615601+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.680641+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.826503+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193492401,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:41.863813+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.260217+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.267627+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193341175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.288798+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-lombardia-bogota/193568434,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.305897+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193593700,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.312653+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.356775+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.502791+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:42.595977+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/193653924,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.171644+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193556551,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.185115+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-grande-bogota/193658668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.209101+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-emaus-bogota/193507768,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.334315+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.400987+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193551296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.463101+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-batan-bogota/192663470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.556744+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:43.579958+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:44.095044+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:44.204771+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:44.238281+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 398.000.000 | $ 1.614.400 | $ 250.000.000 | $ 800.000.000 | $ 250.000.000 | $ 520.000.000 | $ 18.000.000 | $ 975.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-23 06:38:44.332964+00:00
