url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-barrios-unidos-bogota/192935978,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.396817+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-navarra-bogota/193802803,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.449501+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193766526,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.755843+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193904615,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.772828+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/194040356,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.792548+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-fragua-bogota/193972383,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.919621+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193848542,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:35.936227+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193973725,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:36.218200+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193664215,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:36.617395+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-salitre-bogota/193792823,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:36.718071+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193664025,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.900.000 | $ 3.100.000 | $ 6.500.000 | $ 430.000.000 | $ 2.600.000 | $ 2.100.000.000 | $ 236.250.000 | $ 214.000.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 281.000.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 18:54:36.788938+00:00
