url,information,date_time
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-bella-suiza-bogota/192732215,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.115280+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colinas-de-suba-bogota/193120422,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.124963+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193358620,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.133854+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.250869+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-lagos-de-torca-bogota/192899594,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.358924+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.391516+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192806419,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.614453+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:47.853829+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192671815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:48.160532+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:48.183216+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-consuelo-bogota/193129766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.050.000.000 | $ 900.000.000 | $ 10.500.000 | $ 4.200.000 | $ 1.450.000.000 | $ 8.700.000 | $ 579.000.000 | $ 590.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 18:20:48.223434+00:00
