url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:27.717783+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-lagos-de-torca-bogota/193857440,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:27.852183+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:27.901553+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.017867+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-redil-bogota/193825242,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.124622+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.135526+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.141806+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.156411+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857762,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.691985+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193969782,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.702084+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-toberin-bogota/193614980,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.728099+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 400.000.000 | $ 1.850.000.000 | $ 750.000 | $ 2.900.000 | $ 950.000.000 | $ 1.250.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-09 00:33:28.902574+00:00
