url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:27.779859+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:27.936874+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.103221+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.124681+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.203678+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.214489+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.236088+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-capri-bogota/193510979,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.720043+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.730522+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.840794+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 69.000.000 | $ 127.670.000 | $ 2.300.000.000 | $ 5.400.000 | $ 17.537.250 | $ 4.000.000 | $ 320.000.000 | $ 6.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-14 18:08:28.925304+00:00
