url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.017839+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.164458+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.350271+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.359649+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.393954+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.411398+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-country-club-bogota/193932548,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:22.580062+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193884921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:23.192704+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:23.242409+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/193729595,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:23.325926+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 380.000.000 | $ 785.000.000 | $ 1.200.000 | $ 12.500.000 | $ 2.200.000 | $ 1.413.000.000 | $ 220.000.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-16 02:05:23.335956+00:00
