url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:09.706453+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193659106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:09.831354+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:09.843875+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193771633,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:09.864857+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:09.873633+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193346916,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:09.904080+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:10.086371+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:10.204941+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-usaquen-bogota/193667012,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:10.788566+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:10.924406+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:11.036010+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193647529,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:11.085270+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 410.000.000 | $ 460.000.000 | $ 1.600.000.000 | $ 395.000.000 | $ 1.800.000 | $ 3.900.000 | $ 645.000.000 | $ 600.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-23 00:38:11.094862+00:00
