url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.312840+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.512685+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.539310+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.546668+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-las-orquideas-bogota/193454696,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.559305+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.621166+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.628577+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:45.846024+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:46.221000+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:46.335402+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 429.000.000 | $ 274.400.000 | $ 3.300.000 | $ 780.000.000 | $ 1.390.000.000 | $ 460.000.000 | $ 1.100.000 | $ 2.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-08 06:36:46.383170+00:00
