url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.167249+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193350926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.174757+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.186842+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.257773+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.355540+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.407575+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.518645+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193579083,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:48.529435+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.125316+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193612425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.137400+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.188567+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/193377678,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.245142+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.259395+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-grande-bogota/193147860,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.287853+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.360174+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-occidental-puente-aranda-bogota/193529170,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 600.000.000 | $ 397.000.000 | $ 1.250.000.000 | $ 350.000.000 | $ 1.925.000 | $ 4.800.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-18 06:26:49.397143+00:00
