url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:36.767833+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193670348,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:36.776701+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193573400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:36.783525+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.005005+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.012951+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.030685+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-engativa-bogota/193609363,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.037535+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193353090,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.102178+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193492401,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.738322+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.799965+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193526525,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:37.977487+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-alta-bogota/192726048,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:38.001383+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193637248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:38.043343+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:38.050376+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193172388,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:38.071682+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193665816,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:38.138459+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.200.000.000 | $ 6.200.000 | $ 2.100.000 | $ 1.302.800 | $ 8.500.000 | $ 340.000.000 | $ 2.400.000 | $ 829.237', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 00:29:38.683611+00:00
