url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:13.801863+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:14.098688+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:14.276139+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:14.341104+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:14.372571+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-florida-blanca-bogota/193437464,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:14.594818+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193295823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:14.732805+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.069383+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193379926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.087756+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-acacias-bogota/193207802,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.180166+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.565777+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.614256+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193393408,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.724893+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.785672+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-teusaquillo-bogota/192385712,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:15.949394+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/3458644,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.017082+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-country-club-bogota/193398784,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.193050+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-paula-bogota/193453406,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.211073+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-suba-bogota/193337567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.220758+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193277271,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.338384+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.373932+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193327965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.545110+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-favidi-bogota/192261924,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 576.000.000 | $ 1.350.000 | $ 3.800.000 | $ 186.000.000 | $ 521.166.667 | $ 1.400.000.000 | $ 1.800.000.000 | $ 176.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 06:17:16.626207+00:00
