url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.198647+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.206274+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.265804+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.289273+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193475320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.325248+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.334110+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.345284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:10.374613+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:11.119385+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:11.171197+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193350926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.400.000 | $ 3.800.000 | $ 3.800.000 | $ 1.600.000 | $ 365.000.000 | $ 1.390.000.000 | $ 1.500.000.000 | $ 374.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 00:17:11.192589+00:00
