url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:45.910844+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.151960+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.205258+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.220184+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.233802+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.249283+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.363923+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.828858+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.865220+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bogota-dc-bogota/193406343,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:46.875527+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.028932+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.139359+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.154694+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-veramonte-macana-bogota/191663849,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.161706+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-galerias-bogota/193454049,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.175976+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.669783+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/192512754,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.793492+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.806987+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.829346+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.865225+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:47.883366+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192745092,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000 | $ 720.000.000 | $ 850.000.000 | $ 1.450.000 | $ 2.950.000 | $ 2.300.000.000 | $ 4.600.000 | $ 1.200.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 18:11:48.045369+00:00
