url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:12.997924+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-quirigua-bogota/193438198,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.111274+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.147998+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.374961+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193401861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.404637+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.432166+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.439947+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/3458644,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.626459+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.923072+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:13.993020+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.183091+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.190183+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193528761,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.230829+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193442546,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.260296+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.322656+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.331792+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-recreo-de-los-frailes-bogota/193547442,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.781947+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193485149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.810506+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193450343,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.827642+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.844464+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193493270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.852841+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:14.891888+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.075176+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-bogota/193244989,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.163798+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-chapinero-bogota/193158327,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.645132+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.698752+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-ciudad-alsacia-bogota/193108679,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.746109+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193563390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.901850+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:15.982729+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.052698+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-jose-v-sector-bogota/193414584,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.111271+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.120802+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193385630,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.534565+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/10792307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.545322+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.698419+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193405707,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.773465+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.799801+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.853200+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.979470+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/10267404,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 135.000.000 | $ 1.400.000 | $ 20.000.000 | $ 566.000.000 | $ 1.800.000.000 | $ 330.400.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-26 12:19:16.989100+00:00
