url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.060841+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193528252,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.171933+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.251112+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.267621+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.347749+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.419495+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193523558,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.483360+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:44.734322+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.016040+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.077400+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.093198+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193476894,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.225367+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.235804+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.242766+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.315516+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.392321+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.898249+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193316190,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.933346+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:45.972205+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.017693+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193336475,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.137175+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-castellana-bogota/193249147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.189679+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193459520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.198689+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-porciuncula-bogota/193524200,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.205478+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.831286+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.838120+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193485149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.845044+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:46.963088+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marsella-bogota/193041039,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:47.017109+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:47.114914+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:47.139820+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:47.146853+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-quirigua-bogota/193438198,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:47.787153+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 260.000.000 | $ 39.676.960 | $ 1.700.000 | $ 194.000.000 | $ 1.500.000 | $ 320.000.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 12:11:47.881443+00:00
