url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:12.954553+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193762116,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.026996+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193691650,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.144780+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-candelaria-bogota/193611282,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.228598+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.244341+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.327722+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.454134+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.483311+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193665516,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.865129+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:13.883488+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.018478+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193771633,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.131770+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.227231+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-america-bogota/193579168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.264389+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.294600+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.522680+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.771662+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.796161+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193762116,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.805711+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/193568828,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.915591+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193632538,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.929667+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:14.944613+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486658,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.083732+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.119261+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193772885,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.153267+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193665516,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.179159+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-recuerdo-bogota/193829820,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.762337+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.876185+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-12-de-octubre-bogota/193826574,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.100.000 | $ 2.800.000 | $ 4.000.000 | $ 1.300.000.000 | $ 980.000 | $ 6.500.000 | $ 680.000.000 | $ 2.860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-03 00:50:15.915419+00:00
