url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:13.850464+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193399669,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:14.901316+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/191955675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:14.965322+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/193098470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.208013+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193670348,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.297636+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.648449+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mirandela-bogota/193638834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.700855+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193685923,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.789921+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.811367+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193375519,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.856523+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:15.982328+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-margaritas-occidental-bogota/193585287,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.077850+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.088409+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.549975+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.610142+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.690780+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/5736240,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.818668+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.834810+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.843229+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193476071,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.849636+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:16.910487+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.465966+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.619114+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-occidental-puente-aranda-bogota/193529170,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.641636+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-recreo-de-los-frailes-bogota/193547442,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.762516+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.828499+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-emaus-bogota/193507768,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.837517+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-renania-urapanes-bogota/193631573,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.847711+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:17.874148+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-del-rio-bogota/192349121,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.487723+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.502535+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.529242+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.541737+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193665816,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.683989+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-calleja-bogota/193663566,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.702155+00:00
https://www.fincaraiz.com.co//lote-en-arriendo-en-fontibon-bogota/192039075,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.715687+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosque-de-pinos-bogota/192750149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:18.792205+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:19.378478+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193442546,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:19.577631+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-granja-bogota/193686405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:19.584347+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-castellana-bogota/193659043,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 1.500.000 | $ 1.300.000.000 | $ 685.300.000 | $ 3.200.000 | $ 3.600.000 | $ 199.900.000 | $ 995.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 06:55:19.627455+00:00
