url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villa-alsacia-bogota/193734977,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.176026+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.240669+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486658,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.446902+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.493829+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-largo-bogota/193760905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.501202+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.653298+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.675972+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-siete-de-agosto-bogota/193786898,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:51.713537+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193647529,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:52.119659+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:52.335663+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193611918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.210.000 | $ 600.000.000 | $ 500.000 | $ 250.000.000 | $ 2.500.000 | $ 180.000.000 | $ 240.000.000 | $ 880.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-26 12:58:52.347224+00:00
