url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:01.634251+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:01.713086+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-sagrado-corazon-bogota/193785437,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:01.785399+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:01.825877+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/192699309,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:01.936672+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:01.949867+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193885107,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:02.601607+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/194053788,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:02.608594+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-rosita-bogota/192206859,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:02.870641+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bosa-bogota/193893446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:02.952524+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/193823701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.199.000.000 | $ 3.400.000 | $ 26.000.000 | $ 11.800.000 | $ 4.000.000 | $ 11.600.000 | $ 3.300.000 | $ 1.900.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-31 08:41:02.961833+00:00
