url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193670805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.126602+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.158960+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.170396+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193685063,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.177934+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.244986+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193184076,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.252252+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-roma-bogota/193667616,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.269838+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:21.278873+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193632433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.008158+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192054930,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.068049+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193680055,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.282447+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-soledad-norte-bogota/193662943,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.329897+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598980,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.350304+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-paredes-bogota/193596697,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.383106+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-alto-bogota/193579506,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.393558+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/193098470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.402552+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193583320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.925945+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.957836+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:22.976241+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.209904+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.224978+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mirandela-bogota/193638834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.256172+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.265575+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.377519+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.762308+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 275.000.000 | $ 800.000.000 | $ 254.000.000 | $ 2.900.000 | $ 370.000.000 | $ 250.000.000 | $ 1.000.000.000 | $ 550.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-03 12:17:23.850692+00:00
