url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:28.974460+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193381807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:28.998192+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.004483+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193439592,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.012247+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.023462+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.202971+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.253643+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.301890+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192217506,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.837984+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193410279,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:29.962587+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193432300,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 790.000.000 | $ 900.000.000 | $ 380.000.000 | $ 1.480.000.000 | $ 1.120.000 | $ 3.500.000.000 | $ 1.400.000.000 | $ 4.050.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 18:15:30.046395+00:00
