url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:21.771542+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:21.818444+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:21.827961+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193620251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:21.894220+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-batan-bogota/192663470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:21.938844+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193441918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.022712+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.079789+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.190939+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.585037+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.696330+00:00
