url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.419630+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.434580+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.621354+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.880660+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.887600+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.924530+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-iberia-bogota/192563302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:42.978717+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.017112+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192857773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.424084+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.450671+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193299543,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.534411+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193563390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.655546+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.668009+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-emaus-bogota/193507768,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.699182+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:43.727336+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193406127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.043103+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.338576+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-rionegro/193464949,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.360151+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.369250+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.609956+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193573386,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.627514+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.678367+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-engativa-bogota/193396838,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.689975+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:44.699259+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.215019+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.226519+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193350926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.256536+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.283540+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.310685+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-jose-joaquin-vargas-bogota/193402923,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.481287+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.511167+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:45.558770+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.154013+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.222419+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.383536+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193455498,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.400614+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.407147+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.414153+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 313.000.000 | $ 1.100.000 | $ 12.000.000 | $ 1.000.000 | $ 230.049.000 | $ 1.700.000.000 | $ 172.000.000 | $ 521.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 06:29:46.467194+00:00
