url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.187961+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/5736240,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.210856+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/193377678,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.430943+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.439301+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-lombardia-bogota/193568434,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.461484+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-alta-bogota/193624206,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.515108+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.525559+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:05.634702+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.092419+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193519771,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.150094+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193615204,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.269749+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193401218,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.308505+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-ciudad-salitre-bogota/193016355,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.362335+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-alta-bogota/192726048,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.381450+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-del-rio-bogota/192349121,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.427527+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/191808973,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.461903+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 2.000.000 | $ 2.325.000 | $ 1.000.000 | $ 440.000.000 | $ 315.000.000 | $ 1.850.000 | $ 1.021.344.825', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-19 06:35:06.970550+00:00
