url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-comercial-parque-la-colina-bogota/193942404,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:51.964232+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-country-club-bogota/193932548,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.021662+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.064172+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.101844+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193165852,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.181734+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-sagrado-corazon-bogota/193880920,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.189275+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-la-cabana-fontibon-bogota/191985095,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.272303+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-redil-bogota/193825242,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:52.333389+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193969103,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:53.084312+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:53.196014+00:00
https://www.fincaraiz.com.co//habitacion-en-arriendo-en-villa-luz-bogota/193672295,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000.000 | $ 1.200.000.000 | $ 1.700.000.000 | $ 13.000.000 | $ 2.450.000.000 | $ 1.590.000.000 | $ 1.958.000 | $ 780.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-13 19:17:53.206599+00:00
