url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-modelia-bogota/193374690,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.162377+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.205573+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.221771+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.252246+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193455498,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.275994+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193462834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.282296+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.392331+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-versalles-fontibon-bogota/193487753,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:38.544026+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.094405+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.110086+00:00
