url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193984906,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:41.941041+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750248,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.032602+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.079138+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.140245+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193705908,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.237238+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.244521+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.362794+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-los-andes/193779197,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.371448+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alcala-bogota/193862778,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.900103+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193941724,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:42.978288+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.089062+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193721564,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.107772+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193856294,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.114522+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.151881+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.158518+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193758796,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.202840+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193831347,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.776801+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/193148336,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.832314+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-acevedo-tejada-bogota/193967793,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:43.871337+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/193969794,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.014952+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.173846+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.183155+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193834851,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.202424+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-maria-bogota/193870890,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.295877+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.586601+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-oriental-bogota/193336462,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.631881+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-aranda-bogota/193773231,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 800.000.000 | $ 1.800.000.000 | $ 130.000.000 | $ 980.000.000 | $ 10.000.000 | $ 4.600.000 | $ 1.425.500 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 08:16:44.700607+00:00
