url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092274,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.683817+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.763847+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.799928+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-rionegro-bogota/193115062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.815030+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.876324+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.884326+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.900116+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:50.948968+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-paloquemao-bogota/193088752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:51.514762+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-spring-bogota/193238290,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:51.574406+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193333855,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 385.000.000 | $ 1.800.000.000 | $ 12.000.000 | $ 3.500.000 | $ 700.000.000 | $ 3.000.000 | $ 2.500.000 | $ 7.270.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-30 18:10:51.588597+00:00
