url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:54.693695+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193588507,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:54.704093+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193660825,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:54.812983+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:54.896443+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:54.928328+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:54.992804+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.038396+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.050411+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193551296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.549329+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.574495+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.591182+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.634092+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193664954,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.829274+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:55.859208+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:56.009792+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:56.029844+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:56.386237+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:56.394306+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193573400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000 | $ 200.000.000 | $ 203.000.000 | $ 248.000.000 | $ 720.000.000 | $ 360.000.000 | $ 1.100.000.000 | $ 205.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 06:31:56.400579+00:00
