url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.415562+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.423281+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194021789,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.430511+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-oriental-bogota/193899698,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.561629+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-morato-bogota/193660450,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.580066+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-teusaquillo-bogota/193047194,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.675518+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.691369+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:49.861459+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-paula-bogota/194008553,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.424873+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-costa-azul-bogota/193995768,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.450840+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750248,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.467075+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.563733+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868364,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.591714+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.805746+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:50.845452+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 430.000.000 | $ 420.000.000 | $ 2.700.000 | $ 1.292.000.000 | $ 206.000.000 | $ 320.000.000 | $ 340.000.000 | $ 1.360.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-25 12:19:51.280394+00:00
