url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.078771+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.192730+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.200203+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.208199+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.214640+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.221639+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.418410+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193463260,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:52.425801+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192212430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:53.078067+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:53.179735+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.600.000 | $ 510.000.000 | $ 1.000.000 | $ 1.800.000 | $ 850.000 | $ 2.100.000 | $ 498.000.000 | $ 3.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-18 00:21:53.243324+00:00
